dataset,publication,publishedDate,source,affiliation,subjects,openAlexTopics,openAlexSubfields,openAlexFields,openAlexDomains
https://doi.org/10.5061/dryad.7005f,https://doi.org/10.1098/rspb.2017.1189,2017-09-13T00:00:00Z,datacite,University of Oxford,NA,Echinoderm biology and ecology; Marine and coastal plant biology; Marine Biology and Ecology Research,Aquatic Science; Oceanography,Agricultural and Biological Sciences; Earth and Planetary Sciences,Life Sciences; Physical Sciences
GSE37463,https://doi.org/10.1111/jdi.13628,2021-07-30T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Chronic Kidney Disease and Diabetes; Connective Tissue Growth Factor Research; Glutathione Transferases and Polymorphisms,Nephrology; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE5350,https://doi.org/10.1186/s12864-021-08038-7,2021-10-08T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,Cancer-related molecular mechanisms research; Genomics and Phylogenetic Studies; Gene expression and cancer classification,Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE104954,https://doi.org/10.3389/fgene.2022.934555,2022-08-12T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Chronic Kidney Disease and Diabetes; Renal Diseases and Glomerulopathies,Nephrology,Medicine,Health Sciences
GSE6099,https://doi.org/10.7554/eLife.54166,2020-07-20T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,"Cancer, Lipids, and Metabolism; Prostate Cancer Treatment and Research; Ferroptosis and cancer prognosis",Cancer Research; Pulmonary and Respiratory Medicine,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
https://doi.org/10.7910/dvn/nflvjg,https://doi.org/10.1111/isqu.12147,2014-12-01T00:00:00Z,datacite,University of Michigan,social sciences,International Arbitration and Investment Law; International Development and Aid; International Business and FDI,Strategy and Management; Development,"Business, Management and Accounting; Social Sciences",Social Sciences
GSE38718,https://doi.org/10.1080/21655979.2021.1948951,2021-07-06T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Mitochondrial Function and Pathology; Muscle Physiology and Disorders; Adipose Tissue and Metabolism,Molecular Biology; Physiology,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
https://doi.org/10.5061/DRYAD.VDNCJSXS2,https://doi.org/10.1038/s41597-021-01001-x,2021-08-24T00:00:00Z,eupmc,University of Oxford,NA,Food Security and Health in Diverse Populations; Public Health Policies and Education; COVID-19 epidemiological studies,General Health Professions; Modeling and Simulation,Health Professions; Mathematics,Health Sciences; Physical Sciences
GSE10927,https://doi.org/10.2147/CMAR.S316599,2021-08-01T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,"Adrenal and Paraganglionic Tumors; Cancer, Hypoxia, and Metabolism; Glioma Diagnosis and Treatment",Surgery; Cancer Research; Genetics,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.5061/dryad.nvx0k6dqt,https://doi.org/10.1111/mec.14770,2018-08-01T00:00:00Z,datacite,University of Oxford,NA,Plant and animal studies; Plant Parasitism and Resistance; Ecology and Vegetation Dynamics Studies,"Ecology, Evolution, Behavior and Systematics; Plant Science; Nature and Landscape Conservation",Agricultural and Biological Sciences; Environmental Science,Life Sciences; Physical Sciences
https://doi.org/10.6084/m9.figshare.19409000.v1,https://doi.org/10.1080/10643389.2022.2054649,2022-03-23T00:00:00Z,datacite,Fudan University,environmental engineering,Microplastics and Plastic Pollution; Recycling and Waste Management Techniques; Municipal Solid Waste Management,Pollution; Industrial and Manufacturing Engineering,Environmental Science,Physical Sciences
https://doi.org/10.3886/icpsr04037.v1,https://doi.org/10.1007/s11109-016-9341-0,2016-04-13T00:00:00Z,datacite,University of Michigan,NA,Social Media and Politics; Social Capital and Networks; Youth Development and Social Support,Communication; Sociology and Political Science; Safety Research,Social Sciences,Social Sciences
https://doi.org/10.3886/icpsr13652.v1,https://doi.org/10.1007/s10900-016-0200-z,2016-04-22T00:00:00Z,datacite,University of Michigan,NA,"Obesity, Physical Activity, Diet; Child Development and Digital Technology; Early Childhood Education and Development","Public Health, Environmental and Occupational Health; Education",Medicine; Social Sciences,Health Sciences; Social Sciences
https://doi.org/10.3886/icpsr06067.v3,https://doi.org/10.1177/01461672221074543,2022-02-21T00:00:00Z,datacite,University of Michigan,NA,Gender Politics and Representation; Social and Intergroup Psychology; Electoral Systems and Political Participation,Gender Studies; Sociology and Political Science; Political Science and International Relations,Social Sciences,Social Sciences
https://doi.org/10.6084/m9.figshare.21275438.v1,https://doi.org/10.1080/15384101.2022.2124489,2022-10-04T00:00:00Z,datacite,Fudan University,NA,"Aortic aneurysm repair treatments; Aortic Disease and Treatment Approaches; Cardiac, Anesthesia and Surgical Outcomes",Pulmonary and Respiratory Medicine; Cardiology and Cardiovascular Medicine,Medicine,Health Sciences
https://doi.org/10.3886/icpsr36380,https://doi.org/10.1177/0095798417711024,2017-06-05T00:00:00Z,datacite,University of Michigan,NA,Child and Adolescent Psychosocial and Emotional Development; Hypothalamic control of reproductive hormones; Neuroendocrine regulation and behavior,Clinical Psychology; Reproductive Medicine; Social Psychology,Psychology; Medicine,Social Sciences; Health Sciences
https://doi.org/10.3886/icpsr36380,https://doi.org/10.1177/0095798417711024,2017-06-05T00:00:00Z,datacite,University of Michigan,NA,Child and Adolescent Psychosocial and Emotional Development; Hypothalamic control of reproductive hormones; Neuroendocrine regulation and behavior,Clinical Psychology; Reproductive Medicine; Social Psychology,Psychology; Medicine,Social Sciences; Health Sciences
https://doi.org/10.3886/icpsr13590,https://doi.org/10.1177/0739986314551939,2014-10-09T00:00:00Z,datacite,University of Michigan,NA,Substance Abuse Treatment and Outcomes; Homelessness and Social Issues; Child and Adolescent Psychosocial and Emotional Development,Epidemiology; General Health Professions; Clinical Psychology,Medicine; Health Professions; Psychology,Health Sciences; Social Sciences
GSE47184,https://doi.org/10.21037/atm-22-1682,2022-06-01T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Chronic Kidney Disease and Diabetes; Renal Diseases and Glomerulopathies; Ferroptosis and cancer prognosis,Nephrology; Pulmonary and Respiratory Medicine,Medicine,Health Sciences
https://doi.org/10.6084/m9.figshare.21310488,https://doi.org/10.1590/s2175-97902022e19245,2022-01-01T00:00:00Z,datacite,Fudan University,NA,Chemotherapy-induced cardiotoxicity and mitigation; Cancer-related cognitive impairment studies; Synthesis and Biological Evaluation,Cardiology and Cardiovascular Medicine; Pulmonary and Respiratory Medicine; Organic Chemistry,Medicine; Chemistry,Health Sciences; Physical Sciences
https://doi.org/10.3886/icpsr13692,https://doi.org/10.1016/j.ssresearch.2021.102623,2022-01-01T00:00:00Z,datacite,University of Michigan,NA,"Racial and Ethnic Identity Research; Migration, Health and Trauma; Critical Race Theory in Education",Sociology and Political Science; Clinical Psychology,Social Sciences; Psychology,Social Sciences
GSE28501,https://doi.org/10.1084/jem.20200944,2021-06-07T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Cancer Cells and Metastasis; TGF-β signaling in diseases; Cancer Research and Treatments,Oncology; Molecular Biology; Biotechnology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.3886/icpsr03370,https://doi.org/10.1017/rep.2017.15,2017-08-07T00:00:00Z,datacite,University of Michigan,NA,Racial and Ethnic Identity Research; Critical Race Theory in Education; Social and Intergroup Psychology,Sociology and Political Science,Social Sciences,Social Sciences
https://doi.org/10.5281/zenodo.14623783,https://doi.org/10.1101/2024.12.28.630586,2024-12-29T00:00:00Z,datacite,University of Oxford,NA,Marine and environmental studies; Maritime and Coastal Archaeology; Geology and Paleoclimatology Research,Oceanography; Archeology; Atmospheric Science,Earth and Planetary Sciences; Arts and Humanities,Physical Sciences; Social Sciences
https://doi.org/10.3886/icpsr37279,https://doi.org/10.1093/sf/sow064,2016-09-09T00:00:00Z,datacite,University of Michigan,NA,"Urban, Neighborhood, and Segregation Studies; Homelessness and Social Issues; Health disparities and outcomes",Sociology and Political Science; General Health Professions; Health,Social Sciences; Health Professions,Social Sciences; Health Sciences
GSE39223,https://doi.org/10.1016/j.ccr.2013.06.004,2013-08-01T00:00:00Z,czi,University of Oxford,biological sciences; basic medicine,"Angiogenesis and VEGF in Cancer; PI3K/AKT/mTOR signaling in cancer; Cancer, Hypoxia, and Metabolism",Molecular Biology; Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE20194,https://doi.org/10.3389/fgene.2019.00180,2019-03-15T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,Bioinformatics and Genomic Networks; Gene expression and cancer classification; Machine Learning in Bioinformatics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE17708,https://doi.org/10.3390/jcm8020205,2019-02-07T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Autophagy in Disease and Therapy; MicroRNA in disease regulation; Epigenetics and DNA Methylation,Epidemiology; Cancer Research; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.3886/icpsr13684,https://doi.org/10.1007/s11524-016-0121-2,2017-01-23T00:00:00Z,datacite,University of Michigan,NA,Gun Ownership and Violence Research; Injury Epidemiology and Prevention; Crime Patterns and Interventions,"Health; Public Health, Environmental and Occupational Health; Sociology and Political Science",Social Sciences; Medicine,Social Sciences; Health Sciences
GSE72095,https://doi.org/10.7554/eLife.10518,2015-11-02T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,Circadian rhythm and melatonin; Light effects on plants; Plant Molecular Biology Research,Endocrine and Autonomic Systems; Plant Science,Neuroscience; Agricultural and Biological Sciences,Life Sciences
https://doi.org/10.3886/icpsr13591,https://doi.org/10.1111/jomf.12989,2024-04-03T00:00:00Z,datacite,University of Michigan,NA,Criminal Justice and Corrections Analysis; Marriage and Family Dynamics; Intimate Partner and Family Violence,Sociology and Political Science; Health,Social Sciences,Social Sciences
GSE94585,https://doi.org/10.1016/j.celrep.2019.11.078,2019-12-01T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,MicroRNA in disease regulation; Cancer-related molecular mechanisms research; RNA modifications and cancer,Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5061/dryad.s612m,https://doi.org/10.1098/rspb.2017.0689,2017-06-07T00:00:00Z,eupmc,University of Oxford,NA,Experimental Behavioral Economics Studies; Evolutionary Game Theory and Cooperation; Evolutionary Psychology and Human Behavior,Safety Research; Sociology and Political Science; Experimental and Cognitive Psychology,Social Sciences; Psychology,Social Sciences
https://doi.org/10.7910/dvn/tmzgsf,https://doi.org/10.1007/s00148-023-00952-2,2023-06-02T00:00:00Z,datacite,University of Oxford,NA,"Historical Economic and Social Studies; Culture, Economy, and Development Studies",Economics and Econometrics; Demography,"Economics, Econometrics and Finance; Social Sciences",Social Sciences
https://doi.org/10.5061/dryad.fj7cc64,https://doi.org/10.1002/spp2.1243,2018-12-16T00:00:00Z,datacite,University of Oxford,NA,"Paleontology and Evolutionary Biology; Ichthyology and Marine Biology; Fish biology, ecology, and behavior",Paleontology; Nature and Landscape Conservation,Earth and Planetary Sciences; Environmental Science,Physical Sciences
GSM299307,https://doi.org/10.1186/s12864-015-1840-6,2015-08-20T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Toxic Organic Pollutants Impact; Effects and risks of endocrine disrupting chemicals; Carcinogens and Genotoxicity Assessment,"Health, Toxicology and Mutagenesis; Cancer Research","Environmental Science; Biochemistry, Genetics and Molecular Biology",Physical Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.16806681.v1,https://doi.org/10.1080/10408398.2021.1982861,2021-09-29T00:00:00Z,datacite,Fudan University,sociology,Iron Metabolism and Disorders; Nutrition and Health in Aging; Hemoglobinopathies and Related Disorders,Hematology; Physiology; Genetics,Medicine,Health Sciences
https://doi.org/10.5281/zenodo.4725482,https://doi.org/10.1016/j.dib.2022.108021,2022-06-01T00:00:00Z,eupmc,University of Oxford,NA,Integrated Energy Systems Optimization; Hybrid Renewable Energy Systems; Energy and Environment Impacts,Electrical and Electronic Engineering; Energy Engineering and Power Technology; Pollution,Engineering; Energy; Environmental Science,Physical Sciences
GSE69164,https://doi.org/10.18632/oncotarget.8701,2016-04-12T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,Protein Degradation and Inhibitors; Histone Deacetylase Inhibitors Research; Ubiquitin and proteasome pathways,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE35988,https://doi.org/10.1016/j.celrep.2015.08.069,2015-10-01T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Cancer-related molecular mechanisms research; Prostate Cancer Treatment and Research,Cancer Research; Pulmonary and Respiratory Medicine,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
GSE123105,https://doi.org/10.1093/nar/gkab772,2021-10-11T00:00:00Z,czi,University of Oxford,biological sciences; basic medicine,RNA Research and Splicing; RNA modifications and cancer; Cancer-related gene regulation,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE63155,https://doi.org/10.3390/cells9071581,2020-06-29T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,CAR-T cell therapy research; Immunotherapy and Immune Responses; Cancer Immunotherapy and Biomarkers,Oncology; Immunology,Medicine; Immunology and Microbiology,Health Sciences; Life Sciences
